,airline,airline_id,source,source_id,destination,destination_id,codeshare,stops,equipament
34201,JJ,4867,CGH,2618,FLN,2555,,0,319 320
34202,JJ,4867,CGH,2618,GIG,2560,,0,320
34203,JJ,4867,CGH,2618,GYN,2562,,0,320 319
34204,JJ,4867,CGH,2618,IGU,2554,,0,320 319
34205,JJ,4867,CGH,2618,IOS,2569,,0,319
34206,JJ,4867,CGH,2618,JOI,2576,,0,319
34207,JJ,4867,CGH,2618,LDB,2581,,0,319
34208,JJ,4867,CGH,2618,NVT,2595,,0,319
34209,JJ,4867,CGH,2618,POA,2599,,0,320 319
34210,JJ,4867,CGH,2618,RAO,2613,,0,320 319
34211,JJ,4867,CGH,2618,SDU,2612,,0,319
34212,JJ,4867,CGH,2618,SJP,2619,,0,320 319
34213,JJ,4867,CGH,2618,SSA,2621,,0,320 319
34214,JJ,4867,CGH,2618,UDI,2633,,0,319 320
34215,JJ,4867,CGH,2618,VIX,2638,,0,320 319
34216,JJ,4867,CGR,2538,BSB,2531,,0,320
34217,JJ,4867,CGR,2538,CGH,2618,,0,320
34218,JJ,4867,CGR,2538,GRU,2564,,0,320
34219,JJ,4867,CNF,2537,BPS,4209,,0,320 319
34220,JJ,4867,CNF,2537,BSB,2531,,0,320 319
34221,JJ,4867,CNF,2537,CGH,2618,,0,319 320
34222,JJ,4867,CNF,2537,GIG,2560,,0,320
34223,JJ,4867,CNF,2537,GRU,2564,,0,320 321
34225,JJ,4867,CNF,2537,SDU,2612,,0,319
34226,JJ,4867,CNF,2537,SSA,2621,,0,320
34228,JJ,4867,CWB,2545,BSB,2531,,0,320
34229,JJ,4867,CWB,2545,CGH,2618,,0,320 319
34230,JJ,4867,CWB,2545,GIG,2560,,0,320
34231,JJ,4867,CWB,2545,GRU,2564,,0,320
34232,JJ,4867,CWB,2545,IGU,2554,,0,320
34233,JJ,4867,CWB,2545,LDB,2581,,0,320
34234,JJ,4867,CWB,2545,POA,2599,,0,320
34235,JJ,4867,CWB,2545,SSA,2621,,0,320
34241,JJ,4867,FLN,2555,BSB,2531,,0,320
34242,JJ,4867,FLN,2555,CGH,2618,,0,320 319
34243,JJ,4867,FLN,2555,GIG,2560,,0,320
34244,JJ,4867,FLN,2555,GRU,2564,,0,320
34245,JJ,4867,FOR,2559,BEL,2526,,0,320
34246,JJ,4867,FOR,2559,BSB,2531,,0,321 319
34247,JJ,4867,FOR,2559,GIG,2560,,0,320 321
34248,JJ,4867,FOR,2559,GRU,2564,,0,321 320
34249,JJ,4867,FOR,2559,MAO,2551,,0,320
34250,JJ,4867,FOR,2559,NAT,2597,,0,321
34251,JJ,4867,FOR,2559,REC,2610,,0,320
34252,JJ,4867,FOR,2559,SLZ,2616,,0,320
34253,JJ,4867,FOR,2559,SSA,2621,,0,320
34254,JJ,4867,FOR,2559,THE,2623,,0,319 320
34257,JJ,4867,GIG,2560,BEL,2526,,0,320
34258,JJ,4867,GIG,2560,BSB,2531,,0,320
34259,JJ,4867,GIG,2560,CGH,2618,,0,320
34260,JJ,4867,GIG,2560,CNF,2537,,0,320
34261,JJ,4867,GIG,2560,CWB,2545,,0,320
34264,JJ,4867,GIG,2560,FLN,2555,,0,320
34265,JJ,4867,GIG,2560,FOR,2559,,0,320 321
34267,JJ,4867,GIG,2560,GRU,2564,,0,320 319
34268,JJ,4867,GIG,2560,IGU,2554,,0,320
34270,JJ,4867,GIG,2560,JPA,2575,,0,320
34271,JJ,4867,GIG,2560,MAO,2551,,0,320
34272,JJ,4867,GIG,2560,MCZ,2590,,0,320
34274,JJ,4867,GIG,2560,NAT,2597,,0,320
34275,JJ,4867,GIG,2560,POA,2599,,0,320
34276,JJ,4867,GIG,2560,REC,2610,,0,320
34278,JJ,4867,GIG,2560,SLZ,2616,,0,320
34279,JJ,4867,GIG,2560,SSA,2621,,0,320 321
34280,JJ,4867,GIG,2560,VCP,2578,,0,320
34281,JJ,4867,GIG,2560,VIX,2638,,0,320
34284,JJ,4867,GRU,2564,AJU,2522,,0,320
34286,JJ,4867,GRU,2564,BEL,2526,,0,320
34288,JJ,4867,GRU,2564,BPS,4209,,0,320
34289,JJ,4867,GRU,2564,BSB,2531,,0,321 320
34292,JJ,4867,GRU,2564,CGB,2548,,0,320
34293,JJ,4867,GRU,2564,CGR,2538,,0,320
34294,JJ,4867,GRU,2564,CNF,2537,,0,321 320
34295,JJ,4867,GRU,2564,CWB,2545,,0,320
34298,JJ,4867,GRU,2564,FLN,2555,,0,320
34299,JJ,4867,GRU,2564,FOR,2559,,0,321 320
34301,JJ,4867,GRU,2564,GIG,2560,,0,320 319
34302,JJ,4867,GRU,2564,GYN,2562,,0,320
34303,JJ,4867,GRU,2564,IGU,2554,,0,320 319
34306,JJ,4867,GRU,2564,JOI,2576,,0,319
34307,JJ,4867,GRU,2564,JPA,2575,,0,320
34308,JJ,4867,GRU,2564,LDB,2581,,0,320
34312,JJ,4867,GRU,2564,MAO,2551,,0,330 321 320
34314,JJ,4867,GRU,2564,MCZ,2590,,0,321
34320,JJ,4867,GRU,2564,NAT,2597,,0,321 320
34321,JJ,4867,GRU,2564,POA,2599,,0,320 321 330
34322,JJ,4867,GRU,2564,RAO,2613,,0,320 319
34323,JJ,4867,GRU,2564,REC,2610,,0,321 320
34326,JJ,4867,GRU,2564,SJP,2619,,0,320 319
34327,JJ,4867,GRU,2564,SLZ,2616,,0,320
34328,JJ,4867,GRU,2564,SSA,2621,,0,320 321
34329,JJ,4867,GRU,2564,THE,2623,,0,320
34330,JJ,4867,GRU,2564,VIX,2638,,0,320
34332,JJ,4867,GYN,2562,BSB,2531,,0,320
34333,JJ,4867,GYN,2562,CGH,2618,,0,320 319
34334,JJ,4867,GYN,2562,GRU,2564,,0,320
34335,JJ,4867,IGU,2554,CGH,2618,,0,320 319
34336,JJ,4867,IGU,2554,CWB,2545,,0,320
34337,JJ,4867,IGU,2554,GIG,2560,,0,320
34338,JJ,4867,IGU,2554,GRU,2564,,0,319 320
34340,JJ,4867,IMP,2572,BSB,2531,,0,320 319
34341,JJ,4867,IMP,2572,SLZ,2616,,0,319 320
34342,JJ,4867,IOS,2569,CGH,2618,,0,319
34343,JJ,4867,IOS,2569,SDU,2612,,0,319
34348,JJ,4867,JOI,2576,CGH,2618,,0,319
34349,JJ,4867,JOI,2576,GRU,2564,,0,319
34350,JJ,4867,JPA,2575,BSB,2531,,0,320
34351,JJ,4867,JPA,2575,GIG,2560,,0,320
34352,JJ,4867,JPA,2575,GRU,2564,,0,320
34355,JJ,4867,LDB,2581,CGH,2618,,0,319
34356,JJ,4867,LDB,2581,CWB,2545,,0,320
34357,JJ,4867,LDB,2581,GRU,2564,,0,320
34365,JJ,4867,MAB,2584,BEL,2526,,0,320
34366,JJ,4867,MAB,2584,BSB,2531,,0,320
34369,JJ,4867,MAO,2551,BEL,2526,,0,320
34370,JJ,4867,MAO,2551,BSB,2531,,0,320
34371,JJ,4867,MAO,2551,BVB,2533,,0,320
34372,JJ,4867,MAO,2551,FOR,2559,,0,320
34373,JJ,4867,MAO,2551,GIG,2560,,0,320
34374,JJ,4867,MAO,2551,GRU,2564,,0,321 320 330
34376,JJ,4867,MAO,2551,STM,4092,,0,320
34378,JJ,4867,MCP,2591,BEL,2526,,0,320
34379,JJ,4867,MCZ,2590,BSB,2531,,0,320
34380,JJ,4867,MCZ,2590,GIG,2560,,0,320
34381,JJ,4867,MCZ,2590,GRU,2564,,0,321
34395,JJ,4867,NAT,2597,BSB,2531,,0,320
34396,JJ,4867,NAT,2597,FOR,2559,,0,321
34397,JJ,4867,NAT,2597,GIG,2560,,0,320
34398,JJ,4867,NAT,2597,GRU,2564,,0,320 321
34399,JJ,4867,NVT,2595,CGH,2618,,0,319
34402,JJ,4867,PET,2603,POA,2599,Y,0,L4T
34403,JJ,4867,PMW,4214,BSB,2531,,0,319 320
34404,JJ,4867,POA,2599,BSB,2531,,0,320
34405,JJ,4867,POA,2599,CGH,2618,,0,319 320
34406,JJ,4867,POA,2599,CWB,2545,,0,320
34407,JJ,4867,POA,2599,GIG,2560,,0,320
34408,JJ,4867,POA,2599,GRU,2564,,0,321 320 330
34410,JJ,4867,PVH,2607,BSB,2531,,0,320
34411,JJ,4867,RAO,2613,CGH,2618,,0,319 320
34412,JJ,4867,RAO,2613,GRU,2564,,0,320 319
34413,JJ,4867,RBR,2609,BSB,2531,,0,320
34414,JJ,4867,REC,2610,AJU,2522,,0,320
34415,JJ,4867,REC,2610,BSB,2531,,0,320 321
34416,JJ,4867,REC,2610,FOR,2559,,0,320
34417,JJ,4867,REC,2610,GIG,2560,,0,320
34418,JJ,4867,REC,2610,GRU,2564,,0,321 320
34420,JJ,4867,REC,2610,SSA,2621,,0,320
34427,JJ,4867,SDU,2612,AJU,2522,,0,319
34428,JJ,4867,SDU,2612,BSB,2531,,0,319
34429,JJ,4867,SDU,2612,CGH,2618,,0,319
34430,JJ,4867,SDU,2612,CNF,2537,,0,319
34431,JJ,4867,SDU,2612,IOS,2569,,0,319
34432,JJ,4867,SDU,2612,VIX,2638,,0,319
34433,JJ,4867,SJP,2619,CGH,2618,,0,319 320
34434,JJ,4867,SJP,2619,GRU,2564,,0,320 319
34435,JJ,4867,SLZ,2616,BEL,2526,,0,320
34436,JJ,4867,SLZ,2616,BSB,2531,,0,320 319
34437,JJ,4867,SLZ,2616,FOR,2559,,0,320
34438,JJ,4867,SLZ,2616,GIG,2560,,0,320
34439,JJ,4867,SLZ,2616,GRU,2564,,0,320
34440,JJ,4867,SLZ,2616,IMP,2572,,0,320 319
34441,JJ,4867,SSA,2621,AJU,2522,,0,319
34442,JJ,4867,SSA,2621,BSB,2531,,0,320 319
34443,JJ,4867,SSA,2621,CGH,2618,,0,320 319
34444,JJ,4867,SSA,2621,CNF,2537,,0,320
34445,JJ,4867,SSA,2621,CWB,2545,,0,320
34446,JJ,4867,SSA,2621,FOR,2559,,0,320
34447,JJ,4867,SSA,2621,GIG,2560,,0,320 321
34448,JJ,4867,SSA,2621,GRU,2564,,0,321 320
34450,JJ,4867,SSA,2621,REC,2610,,0,320
34451,JJ,4867,STM,4092,BEL,2526,,0,320
34452,JJ,4867,STM,4092,MAO,2551,,0,320
34453,JJ,4867,THE,2623,BSB,2531,,0,319 320
34454,JJ,4867,THE,2623,FOR,2559,,0,319 320
34455,JJ,4867,THE,2623,GRU,2564,,0,320
34456,JJ,4867,UDI,2633,BSB,2531,,0,320
34457,JJ,4867,UDI,2633,CGH,2618,,0,319 320
34458,JJ,4867,VCP,2578,BSB,2531,,0,320
34459,JJ,4867,VCP,2578,GIG,2560,,0,320
34460,JJ,4867,VIX,2638,BSB,2531,,0,320
34461,JJ,4867,VIX,2638,CGH,2618,,0,320 319
34462,JJ,4867,VIX,2638,GIG,2560,,0,320
34463,JJ,4867,VIX,2638,GRU,2564,,0,320
34464,JJ,4867,VIX,2638,SDU,2612,,0,319
36485,KL,3090,BEL,2526,STM,4092,Y,0,737
36506,KL,3090,BPS,4209,CNF,2537,Y,0,737
36552,KL,3090,CNF,2537,GRU,2564,Y,0,738
36570,KL,3090,CWB,2545,GIG,2560,Y,0,73G
36571,KL,3090,CWB,2545,MGF,2586,Y,0,738
36640,KL,3090,GIG,2560,CWB,2545,Y,0,737
36778,KL,3090,MAO,2551,GRU,2564,Y,0,737
36788,KL,3090,MGF,2586,CWB,2545,Y,0,737
36914,KL,3090,SLZ,2616,BEL,2526,Y,0,737
36920,KL,3090,STM,4092,MAO,2551,Y,0,737
38096,LH,3320,CWB,2545,LDB,2581,Y,0,320
38390,LH,3320,GRU,2564,CWB,2545,Y,0,320
39944,M6,246,ATM,2566,BEL,2526,,0,EM2
39945,M6,246,ATM,2566,ORX,8259,,0,EM2
39946,M6,246,BEL,2526,ATM,2566,,0,EM2
39947,M6,246,BEL,2526,BVS,7370,,0,EMB
39948,M6,246,BEL,2526,MEU,\N,,0,EM2
39949,M6,246,ITB,2568,STM,4092,,0,EM2
39950,M6,246,MEU,\N,BEL,2526,,0,EM2
39951,M6,246,MEU,\N,ORX,8259,,0,EM2
39952,M6,246,MEU,\N,STM,4092,,0,EM2
39953,M6,246,STM,4092,ITB,2568,,0,EM2
39954,M6,246,STM,4092,MEU,\N,,0,EM2
39956,M6,246,STM,4092,ORX,8259,,0,EM2
43294,NHG,3574,CCM,2541,FLN,2555,,0,L4T
43295,NHG,3574,CFC,8244,CWB,2545,,0,L4T
43296,NHG,3574,CFC,8244,JCB,7384,,0,L4T
43297,NHG,3574,CWB,2545,CFC,8244,,0,L4T
43298,NHG,3574,CWB,2545,FLN,2555,,0,L4T
43299,NHG,3574,CWB,2545,GPB,7383,,0,L4T
43300,NHG,3574,CWB,2545,XAP,2539,,0,L4T
43301,NHG,3574,ERM,6477,JCB,7384,,0,L4T
43302,NHG,3574,ERM,6477,PFB,2602,,0,L4T
43303,NHG,3574,FLN,2555,CCM,2541,,0,L4T
43304,NHG,3574,FLN,2555,CWB,2545,,0,L4T
43305,NHG,3574,FLN,2555,JCB,7384,,0,L4T
43306,NHG,3574,GEL,2596,POA,2599,,0,L4T
43307,NHG,3574,GEL,2596,RIA,6040,,0,L4T
43308,NHG,3574,GPB,7383,CWB,2545,,0,L4T
43309,NHG,3574,JCB,7384,CFC,8244,,0,L4T
43310,NHG,3574,JCB,7384,ERM,6477,,0,L4T
43311,NHG,3574,JCB,7384,FLN,2555,,0,L4T
43312,NHG,3574,PET,2603,POA,2599,,0,L4T
43314,NHG,3574,PFB,2602,ERM,6477,,0,L4T
43315,NHG,3574,PFB,2602,POA,2599,,0,L4T
43316,NHG,3574,POA,2599,ERM,6477,,0,L4T
43317,NHG,3574,POA,2599,PFB,2602,,0,L4T
43318,NHG,3574,POA,2599,RIA,6040,,0,L4T
43319,NHG,3574,POA,2599,SRA,6069,,0,L4T
43320,NHG,3574,RIA,6040,GEL,2596,,0,L4T
43321,NHG,3574,RIA,6040,POA,2599,,0,L4T
43322,NHG,3574,RIA,6040,URG,2632,,0,L4T
43325,NHG,3574,SRA,6069,GEL,2596,,0,L4T
43326,NHG,3574,URG,2632,RIA,6040,,0,L4T
43327,NHG,3574,XAP,2539,CWB,2545,,0,L4T
44087,O6,3764,AJU,2522,BSB,2531,,0,318
44088,O6,3764,AJU,2522,SSA,2621,,0,318
44089,O6,3764,BSB,2531,AJU,2522,,0,318
44090,O6,3764,BSB,2531,CGB,2548,,0,100
44091,O6,3764,BSB,2531,CGH,2618,,0,318 319 100
44092,O6,3764,BSB,2531,CGR,2538,,0,318
44093,O6,3764,BSB,2531,CNF,2537,,0,100
44094,O6,3764,BSB,2531,CWB,2545,,0,318
44095,O6,3764,BSB,2531,FLN,2555,,0,318
44096,O6,3764,BSB,2531,FOR,2559,,0,320
44097,O6,3764,BSB,2531,GIG,2560,,0,318
44098,O6,3764,BSB,2531,GRU,2564,,0,318 320
44099,O6,3764,BSB,2531,IOS,2569,,0,100
44100,O6,3764,BSB,2531,JDO,6034,,0,318
44101,O6,3764,BSB,2531,JPA,2575,,0,319
44102,O6,3764,BSB,2531,MCZ,2590,,0,318
44103,O6,3764,BSB,2531,NAT,2597,,0,319
44104,O6,3764,BSB,2531,PNZ,2604,,0,100
44105,O6,3764,BSB,2531,REC,2610,,0,318
44106,O6,3764,BSB,2531,SDU,2612,,0,318 319
44107,O6,3764,BSB,2531,SSA,2621,,0,318
44108,O6,3764,CGB,2548,BSB,2531,,0,100
44109,O6,3764,CGB,2548,CGR,2538,,0,100
44110,O6,3764,CGB,2548,GRU,2564,,0,318
44111,O6,3764,CGB,2548,PVH,2607,,0,100
44112,O6,3764,CGH,2618,BSB,2531,,0,318 319 100
44113,O6,3764,CGH,2618,FLN,2555,,0,318 319
44114,O6,3764,CGH,2618,SDU,2612,,0,319
44115,O6,3764,CGH,2618,SSA,2621,,0,318
44116,O6,3764,CGR,2538,BSB,2531,,0,318
44117,O6,3764,CGR,2538,CGB,2548,,0,100
44118,O6,3764,CGR,2538,CWB,2545,,0,100
44119,O6,3764,CNF,2537,BSB,2531,,0,100
44120,O6,3764,CWB,2545,BSB,2531,,0,318
44121,O6,3764,CWB,2545,CGR,2538,,0,100
44122,O6,3764,FLN,2555,BSB,2531,,0,318
44123,O6,3764,FLN,2555,CGH,2618,,0,318 319
44124,O6,3764,FLN,2555,GIG,2560,,0,318
44125,O6,3764,FLN,2555,GRU,2564,,0,320 318
44126,O6,3764,FLN,2555,POA,2599,,0,320
44127,O6,3764,FLN,2555,XAP,2539,,0,318
44128,O6,3764,FOR,2559,BSB,2531,,0,320
44129,O6,3764,FOR,2559,GIG,2560,,0,318
44130,O6,3764,FOR,2559,GRU,2564,,0,320 318
44131,O6,3764,FOR,2559,JDO,6034,,0,318
44132,O6,3764,GIG,2560,BSB,2531,,0,318
44133,O6,3764,GIG,2560,FLN,2555,,0,318
44134,O6,3764,GIG,2560,FOR,2559,,0,318
44135,O6,3764,GIG,2560,GRU,2564,,0,318
44136,O6,3764,GIG,2560,JPA,2575,,0,318
44137,O6,3764,GIG,2560,POA,2599,,0,318
44138,O6,3764,GIG,2560,REC,2610,,0,318
44139,O6,3764,GIG,2560,SSA,2621,,0,320
44140,O6,3764,GRU,2564,BSB,2531,,0,320 318
44141,O6,3764,GRU,2564,CGB,2548,,0,318
44142,O6,3764,GRU,2564,FLN,2555,,0,318 320
44143,O6,3764,GRU,2564,FOR,2559,,0,320 318
44144,O6,3764,GRU,2564,GIG,2560,,0,318
44145,O6,3764,GRU,2564,JDO,6034,,0,318
44146,O6,3764,GRU,2564,MCZ,2590,,0,318
44147,O6,3764,GRU,2564,NAT,2597,,0,320
44148,O6,3764,GRU,2564,PFB,2602,,0,100
44149,O6,3764,GRU,2564,POA,2599,,0,100 318
44150,O6,3764,GRU,2564,REC,2610,,0,320 318
44151,O6,3764,GRU,2564,SSA,2621,,0,320 318
44152,O6,3764,IOS,2569,BSB,2531,,0,100
44153,O6,3764,IOS,2569,SSA,2621,,0,100
44154,O6,3764,JDO,6034,BSB,2531,,0,318
44155,O6,3764,JDO,6034,FOR,2559,,0,318
44156,O6,3764,JDO,6034,GRU,2564,,0,318
44157,O6,3764,JPA,2575,BSB,2531,,0,319
44158,O6,3764,JPA,2575,GIG,2560,,0,318
44159,O6,3764,MCZ,2590,BSB,2531,,0,318
44160,O6,3764,MCZ,2590,GRU,2564,,0,318
44161,O6,3764,MCZ,2590,SSA,2621,,0,320
44162,O6,3764,NAT,2597,BSB,2531,,0,319
44163,O6,3764,NAT,2597,GRU,2564,,0,320
44164,O6,3764,PFB,2602,GRU,2564,,0,100
44165,O6,3764,PNZ,2604,BSB,2531,,0,100
44166,O6,3764,PNZ,2604,REC,2610,,0,320
44167,O6,3764,PNZ,2604,SSA,2621,,0,320
44168,O6,3764,POA,2599,FLN,2555,,0,320
44169,O6,3764,POA,2599,GIG,2560,,0,318
44170,O6,3764,POA,2599,GRU,2564,,0,100 318
44171,O6,3764,PVH,2607,CGB,2548,,0,100
44172,O6,3764,REC,2610,BSB,2531,,0,318
44173,O6,3764,REC,2610,GIG,2560,,0,318
44174,O6,3764,REC,2610,GRU,2564,,0,320
44175,O6,3764,REC,2610,PNZ,2604,,0,320
44176,O6,3764,REC,2610,SSA,2621,,0,320
44177,O6,3764,SDU,2612,BSB,2531,,0,318 319
44178,O6,3764,SDU,2612,CGH,2618,,0,319
44179,O6,3764,SDU,2612,SSA,2621,,0,319
44180,O6,3764,SSA,2621,AJU,2522,,0,318
44181,O6,3764,SSA,2621,BSB,2531,,0,318 319
44182,O6,3764,SSA,2621,CGH,2618,,0,318
44183,O6,3764,SSA,2621,GIG,2560,,0,320
44184,O6,3764,SSA,2621,GRU,2564,,0,320 318
44185,O6,3764,SSA,2621,IOS,2569,,0,100
44186,O6,3764,SSA,2621,MCZ,2590,,0,320
44187,O6,3764,SSA,2621,PNZ,2604,,0,320
44188,O6,3764,SSA,2621,REC,2610,,0,320
44189,O6,3764,SSA,2621,SDU,2612,,0,319
44190,O6,3764,XAP,2539,FLN,2555,,0,318
48445,S5,4822,BEL,2526,MAB,2584,,0,CNC
48446,S5,4822,BSB,2531,GYN,2562,,0,CNC
48447,S5,4822,CDJ,2518,CMP,7369,,0,CNC
48448,S5,4822,CKS,7532,MAB,2584,,0,CNC
48449,S5,4822,GRP,7368,MQH,7375,,0,CNC
48451,S5,4822,MAB,2584,IMP,2572,,0,CNC
48452,S5,4822,MAB,2584,OIA,8239,,0,CNC
48453,S5,4822,MAB,2584,RDC,8240,,0,CNC
48454,S5,4822,MQH,7375,BSB,2531,,0,CNC
48455,S5,4822,OIA,8239,CKS,7532,,0,CNC
48456,S5,4822,RDC,8240,CDJ,2518,,0,CNC
48457,S5,4822,STZ,7374,SXO,8243,,0,CNC
48458,S5,4822,SXO,8243,GRP,7368,,0,CNC
48459,S5,4822,SXX,8241,OIA,8239,,0,CNC
51967,TE,2418,CAW,2543,MEA,6037,,0,L4T
51968,TE,2418,CAW,2543,SDU,2612,,0,L4T
51969,TE,2418,CAW,2543,VIX,2638,,0,L4T
51970,TE,2418,CFB,7364,SDU,2612,,0,L4T
51971,TE,2418,MEA,6037,CAW,2543,,0,L4T
51972,TE,2418,MEA,6037,SDU,2612,,0,L4T
51973,TE,2418,SDU,2612,CFB,7364,,0,L4T
51974,TE,2418,SDU,2612,MEA,6037,,0,L4T
51975,TE,2418,SDU,2612,SJK,2615,,0,L4T
51976,TE,2418,SJK,2615,SDU,2612,,0,L4T
51977,TE,2418,VIX,2638,CAW,2543,,0,L4T
56500,UA,5209,GIG,2560,GRU,2564,,0,777
56518,UA,5209,GRU,2564,GIG,2560,,0,777
58919,US,5265,CWB,2545,POA,2599,,0,763
65972,Y8,16725,BRA,7373,BSB,2531,,0,EM2
65973,Y8,16725,BRA,7373,SSA,2621,,0,EM2
65974,Y8,16725,BSB,2531,BRA,7373,,0,EM2
65975,Y8,16725,BSB,2531,RAO,2613,,0,EM2
65976,Y8,16725,BSB,2531,SJP,2619,,0,EM2
65977,Y8,16725,CGB,2548,GYN,2562,,0,ER4
65978,Y8,16725,CGB,2548,JPR,6073,,0,ER4
65979,Y8,16725,CWB,2545,RAO,2613,,0,EM2
65980,Y8,16725,GRU,2564,RAO,2613,,0,EM2 ER4
65981,Y8,16725,GRU,2564,UDI,2633,,0,EM2
65982,Y8,16725,GYN,2562,CGB,2548,,0,ER4
65983,Y8,16725,GYN,2562,RAO,2613,,0,ER4
65984,Y8,16725,GYN,2562,UDI,2633,,0,EM2
65985,Y8,16725,JPR,6073,CGB,2548,,0,ER4
65986,Y8,16725,PLU,2528,RAO,2613,,0,EM2
65987,Y8,16725,RAO,2613,BSB,2531,,0,EM2
65988,Y8,16725,RAO,2613,CWB,2545,,0,EM2
65989,Y8,16725,RAO,2613,GRU,2564,,0,EM2 ER4
65990,Y8,16725,RAO,2613,GYN,2562,,0,ER4
65991,Y8,16725,RAO,2613,PLU,2528,,0,EM2
65992,Y8,16725,RAO,2613,SDU,2612,,0,EM2
65993,Y8,16725,RAO,2613,SJP,2619,,0,EM2
65994,Y8,16725,SDU,2612,RAO,2613,,0,EM2
65995,Y8,16725,SJP,2619,BSB,2531,,0,EM2
65996,Y8,16725,SJP,2619,RAO,2613,,0,EM2
65997,Y8,16725,SSA,2621,BRA,7373,,0,EM2
65998,Y8,16725,SSA,2621,VDC,6039,,0,EM2
65999,Y8,16725,UDI,2633,GRU,2564,,0,EM2
66000,Y8,16725,UDI,2633,GYN,2562,,0,EM2
66001,Y8,16725,VDC,6039,SSA,2621,,0,EM2
